schedule,t,reward,gap,n_cal,n_mon,cum_aud,xi_sq,cert,cert_hp
fixed_low,1,0.8892320831245798,0.033976092945826375,8,25,33,0.02988752137704202,0.22611061043982988,21.981942605407678
fixed_low,2,0.8892312236190837,0.03400073911698376,8,25,66,0.010080278380145014,0.1412702171006696,21.897102212068518
fixed_low,3,0.8895868749265283,0.0332184631785718,8,25,99,0.03247799692805748,0.12754733808259203,21.883379333050442
fixed_low,4,0.8896312963098193,0.03313737192556998,8,25,132,0.006100338439800685,0.08614121808305664,21.841973213050906
fixed_low,5,0.8896612117876166,0.03310273168752198,8,25,165,0.04267781560750419,0.08626982317027747,21.842101818138126
fixed_low,6,0.8897199181340782,0.033295149093889975,8,25,198,0.20465656015683217,0.11735548943180359,21.873187484399654
fixed_low,7,0.8896137387975257,0.03327052078526638,8,25,231,0.019198619189014433,0.1292221682970045,21.885054163264854
fixed_low,8,0.8896523789607018,0.033217043265335144,8,25,264,0.010059665909364203,0.06796889240048617,21.823800887368336
fixed_low,9,0.8895956976584456,0.03341552677049242,8,25,297,0.036219550302715,0.2499314630268557,22.005763457994703
fixed_low,10,0.8895904390829767,0.03340043949215621,8,25,330,0.025639601500790064,0.08399388517696257,21.83982588014481
fixed_low,11,0.8895883844393321,0.033403325207134404,8,25,363,0.021363656605637615,0.12178007567403437,21.877612070641884
fixed_low,12,0.8897486162629005,0.033081162327075364,8,25,396,0.046648168903382595,0.23833759197959292,21.994169586947443
fixed_low,13,0.8898615540549283,0.032847072172419445,8,25,429,0.03246620294906936,0.08660268064018312,21.842434675608033
fixed_low,14,0.8898725852102286,0.03283190770644695,8,25,462,0.00524999884975892,0.07853061444439936,21.83436260941225
fixed_low,15,0.8900655249136318,0.03252145218486102,8,25,495,0.026568783405257708,0.1905854025446937,21.946417397512544
fixed_low,16,0.8902837194015929,0.03240397332756628,8,25,528,0.10502902349989995,0.14938117920940003,21.90521317417725
fixed_low,17,0.8904731778082721,0.03211754521354371,8,25,561,0.01761741647380183,0.05911580143455494,21.814947796402404
fixed_low,18,0.8904428986217652,0.03232913754000111,8,25,594,0.026232276838931146,0.1814061122533136,21.937238107221162
fixed_low,19,0.8903959886094088,0.03209778472477465,8,25,627,0.019303751408431387,0.15836598090131015,21.914197975869158
fixed_low,20,0.8909463536263537,0.03121315595191776,8,25,660,0.053153049148653535,0.16112135102021505,21.916953345988063
fixed_low,21,0.8909972160654328,0.03103301586307894,8,25,693,0.01855754966481909,0.23127059973796021,21.98710259470581
fixed_low,22,0.8911773836353696,0.030779921969525614,8,25,726,0.08701794266358179,0.2973932619860947,22.053225256953944
fixed_low,23,0.8912281577098999,0.030695139021492568,8,25,759,0.013203377123939718,0.08221128589820875,21.838043280866057
fixed_low,24,0.8912222250307553,0.030705173736406022,8,25,792,0.00726137768320495,0.02474898390245454,21.780580978870304
fixed_low,25,0.8914661868760732,0.030419328753276353,8,25,825,0.16262994535538444,0.16401396315719846,21.919845958125048
fixed_low,26,0.8914583424449589,0.030431617788831522,8,25,858,0.04155331299701037,0.1694878478045416,21.925319842772392
fixed_low,27,0.8914512750522342,0.03044300753832041,8,25,891,0.03797771646095455,0.15451329676908962,21.910345291736938
fixed_low,28,0.8915493357854247,0.03026301567094314,8,25,924,0.0152650346780767,0.12135891350856927,21.87719090847642
fixed_low,29,0.8915103258536308,0.030268960674980083,8,25,957,0.021322644903269017,0.14515192020083856,21.900983915168688
fixed_low,30,0.891455457063371,0.030570722392217475,8,25,990,0.03916172558773265,0.19926128257718867,21.95509327754504
fixed_low,31,0.8916829400856487,0.03022496094602989,8,25,1023,0.04297956511600394,0.13017380745087864,21.886005802418726
fixed_low,32,0.8918493939125394,0.02995207760276164,8,25,1056,0.012878758225767345,0.10013149909095583,21.855963494058805
fixed_low,33,0.891881818919082,0.029906624904802448,8,25,1089,0.10034332173140272,0.12298146344418218,21.878813458412033
fixed_low,34,0.8920407541568163,0.029566015944762047,8,25,1122,0.062420306032968054,0.08820790325120026,21.844039898219048
fixed_low,35,0.892069332034169,0.02953056536481724,8,25,1155,0.05858362578460376,0.19681661682329551,21.952648611791144
fixed_low,36,0.8920613562724207,0.02954218208137227,8,25,1188,0.028019714109895975,0.12754625672270187,21.88337825169055
fixed_low,37,0.8921987646419105,0.029496464647391862,8,25,1221,0.02259947459433062,0.18782595955171538,21.943657954519566
fixed_low,38,0.892325589400446,0.029277968542710475,8,25,1254,0.20791768749468992,0.20135303097305798,21.957185025940905
fixed_low,39,0.8923795105070252,0.029065456914098564,8,25,1287,0.005989741807776021,0.11720219380488736,21.873034188772735
fixed_low,40,0.8923694756009724,0.029081187337449688,8,25,1320,0.049010841069404704,0.16014977491500476,21.915981769882855
fixed_low,41,0.8922646339830604,0.029047149339313738,8,25,1353,0.026705824219909476,0.07440222264128397,21.83023421760913
fixed_low,42,0.8926062938077921,0.028384456982247563,8,25,1386,0.05238355955527468,0.18465049274732573,21.940482487715176
fixed_low,43,0.8926552205477871,0.028287879459668153,8,25,1419,0.028628283701415472,0.11946283047078161,21.87529482543863
fixed_low,44,0.8926669922356261,0.028269099713141954,8,25,1452,0.0057601243131558495,0.10040287039681034,21.85623486536466
fixed_low,45,0.892736994376328,0.028156126472700382,8,25,1485,0.014602386837087802,0.2131723767023798,21.96900437167023
fixed_low,46,0.8927592333001071,0.028127695427438426,8,25,1518,0.009051462057536064,0.12020496049537452,21.876036955463224
fixed_low,47,0.8927481374326224,0.02814273713891835,8,25,1551,0.014466130882596207,0.08562197202980358,21.84145396699765
fixed_low,48,0.8928258109662638,0.02795714036299124,8,25,1584,0.03427946423241244,0.1427073278526639,21.898539322820515
fixed_low,49,0.8930057012261645,0.027563410587830628,8,25,1617,0.08716637412556662,0.14917366665785203,21.9050056616257
fixed_low,50,0.893094123790007,0.027370172306657503,8,25,1650,0.058675523805436815,0.21551140516774625,21.971343400135595
fixed_low,51,0.8931324660320105,0.027290180742468806,8,25,1683,0.014984814358435055,0.13616025546804125,21.89199225043589
fixed_low,52,0.8933736067191225,0.02714717732556171,8,25,1716,0.04072062013736525,0.17556106588246426,21.931393060850315
fixed_low,53,0.8934846812148179,0.026938585417169203,8,25,1749,0.01710735773350247,0.1023448229189851,21.858176817886836
fixed_low,54,0.8934710863363224,0.02695739036220679,8,25,1782,0.1036591159246303,0.2375318486309458,21.993363843598797
fixed_low,55,0.8935200183752905,0.026588336816837144,8,25,1815,0.01785774428844232,0.1767803444816601,21.93261233944951
fixed_low,56,0.8936911866424867,0.02651008946546185,8,25,1848,0.026879713527202694,0.09213693534452463,21.847968930312373
fixed_low,57,0.8938730993079312,0.026176143200426716,8,25,1881,0.031093040900655736,0.09444081742575064,21.850272812393598
fixed_low,58,0.8938597406251922,0.026021673432185644,8,25,1914,0.034784046682141356,0.1279915814260322,21.88382357639388
fixed_low,59,0.8938635624555572,0.025994006270993242,8,25,1947,0.07093012286563012,0.29202831881806224,22.04786031378591
fixed_low,60,0.8940295125808453,0.025924607308111858,8,25,1980,0.14439999999999997,0.16741524329787208,21.92324723826572
fixed_low,61,0.8940450002560418,0.025915757669304207,8,25,2013,0.04528275679194252,0.10875868621468572,21.864590681182534
fixed_low,62,0.8940515292347643,0.025909711317656514,8,25,2046,0.019573189654697527,0.15239101506515879,21.90822301003301
fixed_low,63,0.8945889733685569,0.02521747619383563,8,25,2079,0.1113507492217843,0.20050015698574367,21.956332151953593
fixed_low,64,0.8946131601017429,0.02524544345925539,8,25,2112,0.024307773758893012,0.15353270550704687,21.909364700474896
fixed_low,65,0.8947323472141824,0.025026327686698435,8,25,2145,0.07762081746219597,0.26835399765520124,22.02418599262305
fixed_low,66,0.8947572074516448,0.025061347814648527,8,25,2178,0.028719350223472905,0.128820352399355,21.884652347367204
fixed_low,67,0.8947134067046031,0.02509688196779658,8,25,2211,0.026555253968481716,0.09343260061301499,21.849264595580863
fixed_low,68,0.8948436954970341,0.02479945875965861,8,25,2244,0.1444,0.1484667463073007,21.90429874127515
fixed_low,69,0.8948858968917767,0.024729374187309472,8,25,2277,0.040336840618600364,0.16732854690314855,21.923160541871
fixed_low,70,0.8948683095475949,0.0247558983336178,8,25,2310,0.025106257595636543,0.0922053860641743,21.848037381032025
fixed_low,71,0.8951606444386346,0.024404381956831367,8,25,2343,0.06376313388361958,0.07404362823245904,21.82987562320031
fixed_low,72,0.8951418071626097,0.024431505012801558,8,25,2376,0.054855618717671396,0.2656379539045922,22.02146994887244
fixed_low,73,0.895260996263426,0.024137574963857378,8,25,2409,0.05233508919088367,0.0941023984994263,21.849934393467276
fixed_low,74,0.8952293486979507,0.024185775496697537,8,25,2442,0.006366122975726367,0.16531035523094592,21.921142350198796
fixed_low,75,0.8956233366668198,0.023708772654545962,8,25,2475,0.13973532251740026,0.1572890129021351,21.913121007869986
fixed_low,76,0.8956526305178931,0.023494058692438036,8,25,2508,0.0153195376290687,0.20356755368253796,21.95939954865039
fixed_low,77,0.8957930701948744,0.023475131415708006,8,25,2541,0.013796147664365242,0.2822134240272776,22.038045418995125
fixed_low,78,0.8958715429977046,0.02336032891839568,8,25,2574,0.04811691662737409,0.21818310657808085,21.97401510154593
fixed_low,79,0.8961992123113074,0.022799330361309322,8,25,2607,0.0506700534393646,0.18325739044938966,21.93908938541724
fixed_low,80,0.8962520133149599,0.0229419978569112,8,25,2640,0.044099999999999986,0.17405669410484206,21.92988868907269
fixed_low,81,0.8962423108135227,0.022955140615703917,8,25,2673,0.01414118615735469,0.13627384616889646,21.892105841136747
fixed_low,82,0.8962548604597268,0.0229401548347824,8,25,2706,0.0052498146790284795,0.09496377554991457,21.850795770517763
fixed_low,83,0.8964001902511488,0.02267405343478135,8,25,2739,0.025684217887688054,0.1703913591678605,21.92622335413571
fixed_low,84,0.8965883123827496,0.02241183667262603,8,25,2772,0.09329290044497764,0.09991281117306473,21.855744806140915
fixed_low,85,0.8965509289493749,0.02258934347752639,8,25,2805,0.017208722365456557,0.16242682451705504,21.918258819484905
fixed_low,86,0.8966809482171896,0.022427800495697703,8,25,2838,0.04148357577953113,0.10140013977447511,21.857232134742326
fixed_low,87,0.8966403229025703,0.02245529031071869,8,25,2871,0.07837143117451062,0.23747377958410368,21.993305774551953
fixed_low,88,0.8966184208909964,0.022482996472639072,8,25,2904,0.0058107939246360065,0.18069955381030486,21.936531548778152
fixed_low,89,0.8965965939131769,0.022510499865249334,8,25,2937,0.006803347058612466,0.08637468729674386,21.842206682264592
fixed_low,90,0.8967667013896607,0.02236565806926727,8,25,2970,0.025943642928004464,0.10454957609915107,21.860381571067002
fixed_low,91,0.8968543127596331,0.022172628739168143,8,25,3003,0.015468745318291158,0.09773534468141777,21.853567339649267
fixed_low,92,0.8971203133773487,0.021618090383760058,8,25,3036,0.07358600551233313,0.14251618580789913,21.89834818077575
fixed_low,93,0.8970728863373707,0.021561769212340876,8,25,3069,0.023948223342560547,0.16893991588890098,21.92477191085675
fixed_low,94,0.8970194435039394,0.021516913310118624,8,25,3102,0.0456050685374944,0.11255786517815415,21.868389860146003
fixed_low,95,0.8972113491055747,0.02121470272383852,8,25,3135,0.0797263171947312,0.18779678391988525,21.943628778887735
fixed_low,96,0.8971181782281683,0.02150861050678443,8,25,3168,0.03281905103565588,0.15298641271825725,21.908818407686105
fixed_low,97,0.8971074879126789,0.021791665944854155,8,25,3201,0.12371215262441876,0.21586100465056787,21.971692999618416
fixed_low,98,0.8971227042060271,0.021774490548862047,8,25,3234,0.03712934293689391,0.1096315832873737,21.865463578255223
fixed_low,99,0.8971005630876863,0.02180178208334682,8,25,3267,0.05742121251121501,0.24491199376443706,22.000743988732285
