schedule,t,reward,gap,n_cal,n_mon,cum_aud,xi_sq,cert,cert_hp
monitor_only,1,0.8891822078566185,0.034272625368738874,0,25,25,0.02705992629610745,0.11806495471657173,21.873896949684422
monitor_only,2,0.8892960913131518,0.034056159944162556,0,25,50,0.011989826296674052,0.18687273351100026,21.942704728478848
monitor_only,3,0.889409853097928,0.033842425892646855,0,25,75,0.010038066908019559,0.09586098788481243,21.85169298285266
monitor_only,4,0.889523248791218,0.033630185173926685,0,25,100,0.006834442314557004,0.16929365928691856,21.925125654254767
monitor_only,5,0.8896366835523184,0.033418577105048364,0,25,125,0.03569536144845036,0.29104344735245063,22.0468754423203
monitor_only,6,0.8897486977049863,0.033208011208399,0,25,150,0.03781269931601598,0.3639546951888772,22.119786690156726
monitor_only,7,0.8898622377094192,0.032996000792248736,0,25,175,0.011512476906685696,0.16278483997128856,21.918616834939137
monitor_only,8,0.8899750794573932,0.03278689989932637,0,25,200,0.002025405527026466,0.0837988111746148,21.839630806142463
monitor_only,9,0.8900879113287936,0.03257963303624867,0,25,225,0.0023730346635545112,0.11933457373423338,21.87516656870208
monitor_only,10,0.890200848875037,0.0323722814936398,0,25,250,0.004573407272413568,0.17474118418369147,21.93057317915154
monitor_only,11,0.8903133830754766,0.03216699945439483,0,25,275,0.009322462113107399,0.2575224532208839,22.013354448188732
monitor_only,12,0.8904254846421702,0.03196184554851389,0,25,300,0.02581844949807228,0.1967340203253819,21.952566015293232
monitor_only,13,0.8905369698211951,0.031758515431732026,0,25,325,0.011752575063520702,0.13755487541998165,21.893386870387832
monitor_only,14,0.8906483975670233,0.031556795606524246,0,25,350,0.00575952272959429,0.11802203580129779,21.87385403076915
monitor_only,15,0.8907595693760649,0.03135677037631246,0,25,375,0.0038809193028693663,0.09549046906115331,21.851322464029003
monitor_only,16,0.890871186763448,0.03115562764526736,0,25,400,0.07127150890294243,0.14247145658297553,21.898303451550824
monitor_only,17,0.8909825925330821,0.030956738193789413,0,25,425,0.009284708437916631,0.14903161824550218,21.90486361321335
monitor_only,18,0.8910933506099588,0.030759351934744772,0,25,450,0.028868925108368276,0.36832935287408036,22.12416134784193
monitor_only,19,0.8912032394674212,0.030565069640297815,0,25,475,0.014249320725128738,0.14053699142154316,21.896368986389394
monitor_only,20,0.8913144575900906,0.030368025405393295,0,25,500,0.006557163326736696,0.10860717157943298,21.86443916654728
monitor_only,21,0.8914250452001713,0.030170980988427187,0,25,525,0.011303567176459115,0.1415742899461061,21.897406284913956
monitor_only,22,0.8915341424993115,0.029978571425267164,0,25,550,0.021065678662402155,0.10673114802868972,21.86256314299654
monitor_only,23,0.8916438394220645,0.029786600466429336,0,25,575,0.009919126515950083,0.17551631679740964,21.93134831176526
monitor_only,24,0.8917534052837701,0.0295964925877793,0,25,600,0.009620345222713225,0.1681323159441978,21.923964310912048
monitor_only,25,0.8918617327485884,0.029408804126756727,0,25,625,0.00802860008494227,0.09832161781357195,21.85415361278142
monitor_only,26,0.8919709584491867,0.029220395220458495,0,25,650,0.011718122607661214,0.30433273932285787,22.06016473429071
monitor_only,27,0.8920807417465375,0.02903088915903529,0,25,675,0.012942339401837744,0.3335203447520477,22.0893523397199
monitor_only,28,0.8921888321078233,0.028845399141355976,0,25,700,0.007156607483606973,0.08342744110470754,21.839259436072556
monitor_only,29,0.8922980522234669,0.028656477181435935,0,25,725,0.002706764593597176,0.1578389538881406,21.91367094885599
