schedule,t,reward,gap,n_cal,n_mon,cum_aud,xi_sq,cert,cert_hp
exp3,1,0.8891797839566177,0.034257889982393985,250,25,275,0.025455998726566054,0.146426029521052,21.9022580244889
exp3,2,0.8892943114451739,0.034041766956855346,0,25,300,0.017276458739103214,0.2572374751704039,22.01306947013825
exp3,3,0.8894139231877873,0.033808291483823805,250,25,575,0.005091425366625661,0.10414264464917088,21.85997463961702
exp3,4,0.8895273305992552,0.03360691440510688,250,25,850,0.03742351857333134,0.3272601786697801,22.083092173637628
exp3,5,0.8896404623710111,0.03339519942114,0,25,875,0.0020510806375929475,0.04828728279134665,21.804119277759195
exp3,6,0.889724708634624,0.03309343666492315,8,25,908,0.021545119514022267,0.13909103054551503,21.894923025513364
exp3,7,0.8897134837058849,0.033121022196530125,8,25,941,0.019159443660936696,0.2621632698191558,22.017995264787004
exp3,8,0.8898375570290036,0.0329237383009906,250,25,1216,0.010789129538812762,0.19709830634640887,21.952930301314257
exp3,9,0.889940180175814,0.032713974812361823,250,25,1491,0.02253993139444399,0.03446144887848537,21.790293443846334
exp3,10,0.8900186375746916,0.03264697562742447,8,25,1524,0.05135647442396928,0.24127217786584443,21.997104172833694
exp3,11,0.8901308087259515,0.03243991825936754,0,25,1549,0.00837704565153316,0.12274410180378982,21.87857609677164
exp3,12,0.8902670684474059,0.03218257059741114,250,25,1824,0.0057954492992736825,0.09172298859447209,21.847554983562322
exp3,13,0.8903784782421476,0.03197891376282247,0,25,1849,0.007618527031547489,0.1685012555666092,21.92433325053446
exp3,14,0.8904936762442023,0.031796626113590354,250,25,2124,0.010814056111346343,0.17054564879691542,21.926377643764763
exp3,15,0.8905978888075451,0.03161212359132437,250,25,2399,0.007760457103765214,0.12178947144042616,21.877621466408275
exp3,16,0.8907085977385446,0.03141136464436711,0,25,2424,0.011442795927685868,0.16301391466402892,21.918845909631877
exp3,17,0.8907942485038145,0.03126342472234955,250,25,2699,0.021717441380586403,0.2292341915973385,21.985066186565188
exp3,18,0.8908960206824543,0.03109545556789306,250,25,2974,0.009176753547538063,0.2348914737613446,21.990723468729193
exp3,19,0.8910037288959987,0.03090440047305143,250,25,3249,0.010494069535149643,0.14455643240368382,21.90038842737153
exp3,20,0.8910985602226293,0.03070994940202698,8,25,3282,0.019271972318339093,0.10273287566464664,21.858564870632495
exp3,21,0.8912147922764669,0.03051443741926052,250,25,3557,0.006992275408745687,0.2648974092268451,22.020729404194693
exp3,22,0.8913241508030716,0.030321936951203998,0,25,3582,0.008223523947169019,0.14685184557008482,21.902683840537932
exp3,23,0.8914649275113697,0.030074142323487263,250,25,3857,0.017492498254042095,0.11905524445470601,21.874887239422556
exp3,24,0.8915549934700996,0.03000563589749705,8,25,3890,0.028302193526403605,0.15266271567115225,21.908494710639
exp3,25,0.8916643211384845,0.029814328398187206,0,25,3915,0.004010217880292501,0.14640480446362913,21.902236799431478
exp3,26,0.8917828540571955,0.029579617631520172,250,25,4190,0.012293537683845163,0.1799252152615821,21.935757210229433
exp3,27,0.8918747468823904,0.029428721298123017,250,25,4465,0.010986077840628475,0.14050419544895437,21.896336190416804
exp3,28,0.891983302603248,0.029238901401451356,0,25,4490,0.002741517573756173,0.11028908049204629,21.866121075459894
exp3,29,0.8920917918540724,0.02905226645010095,0,25,4515,0.005643127645336186,0.07205798944208314,21.827889984409932
exp3,30,0.8921993822527996,0.028865762173961973,0,25,4540,0.007057875104232094,0.2158641586042044,21.971696153572054
exp3,31,0.8925777030062252,0.028254646393180205,8,25,4573,0.01756082286234603,0.2651340819185325,22.02096607688638
exp3,32,0.892645920847513,0.028498163076907557,8,25,4606,0.065025,0.11478584920294665,21.870617844170795
exp3,33,0.8927517488168475,0.028315376103769663,0,25,4631,0.018776731976314298,0.07819626459502757,21.834028259562878
exp3,34,0.8928567348533116,0.028134570860532504,0,25,4656,0.008553285378648528,0.21149383261524327,21.967325827583092
exp3,35,0.8929288043204255,0.028001632309113345,250,25,4931,0.021213516028222752,0.29049969959062255,22.04633169455847
exp3,36,0.8930500787707832,0.027800094974341882,250,25,5206,0.00547924645826619,0.1709678810929936,21.926799876060844
exp3,37,0.8930507762989902,0.02780263274345318,8,25,5239,0.01693545496166755,0.06920022628762298,21.825032221255473
exp3,38,0.8931143243234437,0.02766559719100503,250,25,5514,0.008716821602121862,0.18698410459854978,21.9428160995664
exp3,39,0.8931108932563541,0.027688137590983097,8,25,5547,0.03700131074380812,0.07884230871307675,21.834674303680927
exp3,40,0.8932150811104362,0.027512271510278463,0,25,5572,0.011867347065500035,0.19634237084752915,21.952174365815377
exp3,41,0.8932899841388993,0.027394198270298986,250,25,5847,0.013998162779953843,0.10753154720452192,21.863363542172372
exp3,42,0.8933943571677437,0.027219152723751527,0,25,5872,0.009361941336776529,0.2773398958902835,22.03317189085813
exp3,43,0.89338169689833,0.027239373505385633,8,25,5905,0.006444610270780881,0.09400016051183627,21.849832155479685
exp3,44,0.8933702236433121,0.027253774472973835,8,25,5938,0.011503518425906963,0.13915691026326035,21.89498890523111
exp3,45,0.8934420303052708,0.027128404177024557,250,25,6213,0.012833591117534635,0.2390943343008701,21.99492632926872
exp3,46,0.8935346087236788,0.026978425076604418,250,25,6488,0.015012782055050147,0.2041935961000866,21.960025591067936
exp3,47,0.8935113592704125,0.026940249873022903,8,25,6521,0.06837857956699069,0.21005515729571175,21.965887152263562
exp3,48,0.8936147734081157,0.0267684496938696,0,25,6546,0.007267702812927583,0.17387830200693954,21.92971029697479
exp3,49,0.8936645314391716,0.02659843896824654,8,25,6579,0.0059125803757431716,0.08538690833894601,21.841218903306796
exp3,50,0.8937854575011611,0.026401951791110823,8,25,6612,0.014333444263687656,0.09186469515708079,21.84769669012493
exp3,51,0.893888917394323,0.026231230974590125,0,25,6637,0.03261270732095458,0.16730300276920726,21.923134997737055
exp3,52,0.893944577946337,0.02643638715481489,8,25,6670,0.03630909310469748,0.22429368523948082,21.98012568020733
exp3,53,0.8940458580928583,0.02626876165761305,0,25,6695,0.007226322232279893,0.09986392428502475,21.855695919252874
exp3,54,0.8940905040905773,0.0261896631043379,8,25,6728,0.06833828804135016,0.2887174812212672,22.044549476189115
exp3,55,0.8941928502280467,0.026021827944895493,0,25,6753,0.003594937292776289,0.11215854152740609,21.867990536495256
exp3,56,0.8943298664296931,0.02581125847214849,250,25,7028,0.031162049780488452,0.09309725376471274,21.848929248732563
exp3,57,0.8944302532319146,0.025647352028518755,0,25,7053,0.016614161782075608,0.21914573007807303,21.97497772504592
exp3,58,0.8945293429922923,0.025487813388242353,0,25,7078,0.0036029374750221315,0.06791670390795601,21.823748698875804
exp3,59,0.8945984828897723,0.025383240749047964,250,25,7353,0.003783448146826428,0.10299678708294073,21.85882878205079
exp3,60,0.8945590592495956,0.025596235701906944,8,25,7386,0.008402092581277045,0.0691724429313533,21.825004437899203
exp3,61,0.8946237335943665,0.025470964276348762,250,25,7661,0.007394938937294375,0.20554474893536234,21.961376743903212
exp3,62,0.8947226859491528,0.02531060563938692,0,25,7686,0.015523004074737676,0.2134834106594916,21.96931540562734
exp3,63,0.8948334647586903,0.025162375065128306,250,25,7961,0.007584632906262038,0.2203564882958547,21.976188483263705
exp3,64,0.8949234543180768,0.024987684217711248,250,25,8236,0.008912137002322266,0.1950239972091627,21.95085599217701
exp3,65,0.8948429419464801,0.024904950643807156,8,25,8269,0.016900000000000002,0.11742732329916597,21.873259318267014
exp3,66,0.8949424260354355,0.024744907948210937,0,25,8294,0.018380293351039852,0.2558784146782757,22.011710409646124
exp3,67,0.89492483056409,0.024771583773618322,8,25,8327,0.08955767838961076,0.3335940756984354,22.089426070666285
exp3,68,0.8950234678639705,0.024612460128595526,0,25,8352,0.009267958581155911,0.1253327320381026,21.881164727005952
exp3,69,0.8951214635592197,0.024454437717864597,0,25,8377,0.010210095084266518,0.13565409977797552,21.891486094745826
exp3,70,0.8952989646058043,0.024146603199654226,8,25,8410,0.030473713612311343,0.08448500800836009,21.84031700297621
exp3,71,0.8953958926210427,0.02399215860149817,0,25,8435,0.0062265509167636806,0.15377586108504554,21.909607856052894
exp3,72,0.8954608833991909,0.023752334353225546,8,25,8468,0.012276751936960085,0.09533240992095367,21.851164404888802
exp3,73,0.8955517154927064,0.02355579336804925,8,25,8501,0.011168513406071813,0.13274715677499077,21.88857915174284
exp3,74,0.8956489719017638,0.023404402009782888,0,25,8526,0.011780090566596933,0.13436096975619694,21.890192964724047
exp3,75,0.8957717874707204,0.023158485677503005,8,25,8559,0.05787082009948494,0.21734432740133827,21.973176322369188
exp3,76,0.8957369608532337,0.023212307011968303,8,25,8592,0.01676190940864294,0.09212204063490476,21.847954035602754
exp3,77,0.8958235688861911,0.023058053492116093,8,25,8625,0.024301265725121337,0.196760090455936,21.952592085423785
exp3,78,0.8959466720999928,0.022853707680223545,8,25,8658,0.02363297853543723,0.09720707295885096,21.8530390679267
exp3,79,0.8959258765068776,0.022881516387691092,8,25,8691,0.028909524594151408,0.1591226223294575,21.914954617297308
exp3,80,0.8960202412310384,0.022768662849044108,250,25,8966,0.015868497136352903,0.21980397330513884,21.97563596827299
exp3,81,0.8961158263370785,0.02262223192763191,0,25,8991,0.01750015567255133,0.0920646193098193,21.84789661427767
exp3,82,0.8962098577324247,0.02247837399460284,0,25,9016,0.040849830964034994,0.23235548438268058,21.98818747935053
exp3,83,0.8963052652994906,0.022333624725160206,0,25,9041,0.02064819882548082,0.24760065576351764,22.003432650731366
exp3,84,0.8963993696514642,0.0221904767779757,0,25,9066,0.012733007726407758,0.20374240946160374,21.959574404429453
exp3,85,0.8963808590236322,0.022228855189596386,8,25,9099,0.024689040209347347,0.09793694969583085,21.85376894466368
exp3,86,0.8963523004304551,0.022275161503935603,8,25,9132,0.007572920658866475,0.12451983076985569,21.880351825737705
exp3,87,0.8964285608224761,0.022325585312927387,8,25,9165,0.0625,0.1053105397385824,21.86114253470643
exp3,88,0.8965232745323081,0.022181834351326812,0,25,9190,0.0027974802656606577,0.12659301563143527,21.882425010599285
exp3,89,0.8967312435132702,0.021916967043561608,8,25,9223,0.041901631591552614,0.08477513471437934,21.84060712968223
exp3,90,0.896819345347075,0.021780123688816766,250,25,9498,0.005009804289985974,0.07747374439827658,21.833305739366125
exp3,91,0.8969129218105962,0.02163904608931444,0,25,9523,0.06312786853090276,0.2583070753861944,22.014139070354044
exp3,92,0.8970052803766317,0.021499877457001104,0,25,9548,0.005714998973415625,0.07810946587055163,21.8339414608384
exp3,93,0.8974877538325603,0.020986051053148325,8,25,9581,0.0457897833795979,0.10176394162583093,21.85759593659368
exp3,94,0.8975763870149913,0.020854888441729558,0,25,9606,0.007348029287271964,0.1868126716683084,21.94264466663616
exp3,95,0.8976521334443031,0.020857500796202633,8,25,9639,0.09135750059996263,0.22454816194402746,21.980380156911878
exp3,96,0.8977415394366435,0.020726163711447976,0,25,9664,0.007176977504508463,0.0944420394822667,21.850274034450116
exp3,97,0.8978305872992727,0.020594992456000716,0,25,9689,0.016967765318704718,0.09075666865115095,21.846588663619
exp3,98,0.8979444233163794,0.020434088610123413,250,25,9964,0.007925483783829236,0.2023341938158045,21.958166188783654
exp3,99,0.898032417084744,0.020305566681356524,0,25,9989,0.0158068193474272,0.10498221792126937,21.860814212889117
exp3,100,0.8981341436236124,0.020143583015821975,250,25,10264,0.035107657716693934,0.24008769498708343,21.99591968995493
exp3,101,0.8982215146305229,0.020016324335217384,0,25,10289,0.0032324945532548515,0.11093612298065765,21.866768117948507
exp3,102,0.8983074719117252,0.01988681098584144,250,25,10564,0.013210229194505452,0.1773271020549903,21.93315909702284
exp3,103,0.8983078441729492,0.019871189428379066,8,25,10597,0.006535159946331485,0.10584709244908976,21.861679087416938
exp3,104,0.8984125275161738,0.01960830749065412,8,25,10630,0.050817525748542335,0.18269948444094186,21.93853147940879
exp3,105,0.8984990228017316,0.019483089311258528,0,25,10655,0.012803425277281916,0.07437934575770824,21.83021134072556
exp3,106,0.8985991550310108,0.019317876675636225,250,25,10930,0.009948805842170458,0.23819509313381676,21.994027088101667
exp3,107,0.8986854020164465,0.01919495590170206,0,25,10955,0.004506151488490397,0.0803360471990672,21.836168042166918
exp3,108,0.8987794975918615,0.019062637876161026,250,25,11230,0.00753121526583191,0.06739806652927438,21.823230061497124
exp3,109,0.8988642687224655,0.018942221150711425,0,25,11255,0.019177862173641994,0.18235439277142912,21.93818638773928
exp3,110,0.899044124668362,0.01869162866751828,8,25,11288,0.016502283478197058,0.13029605322469365,21.886128048192543
exp3,111,0.899131457958067,0.01856830381379848,250,25,11563,0.009682500544089765,0.1563394709519312,21.91217146591978
